Swift-Dzire,Rapid,City,i20,Swift,Xcent,Wagon-R,800,Etios,Figo,Duster,Zen,KUV-100,Ertiga,Alto,Verito,WR-V,SX4,Tigor,Baleno,Alto-800,Enjoy,Omni,Vitara-Brezza,Palio,Alto-K10,Verna,GO,Safari,Compass,Fortuner,Innova,B-Class,Amaze,Pajero,Ciaz,Jazz,Innova-Crysta,A6,Corolla-Altis,New-C-Class,Manza,i10,Ameo,Indica,Vento,EcoSport,X1,Celerio,Polo,Zen-Estilo,Eeco,Scorpio,Freestyle,Passat,Indica-Vista,XUV500,Indigo,Terrano,Creta,KWID,Santro-Xing,Q5,ES,XF,Wrangler,Discovery,S-Class,5-Series,X4-M,Superb,E-Class,Hector,XC40,Q7,Elantra,XE,Nexon,CLA,Glanza,3-Series,Camry,XC90,Figo-Aspire,Ritz,Grand-i10,Matiz,Zest,Getz,Elite-i20,Brio,Hexa,Sunny,Micra,Ssangyong-Rexton,Quanto,Accent,Ignis,Marazzo,Tiago,Thar,Sumo,New-Safari,Bolero,GL-Class,Beat,Willys,A-Star,XUV300,Etios-Liva,Nano,GTI,V40,CR-V,EON,RediGO,Captiva,Fiesta,Seltos,Civic,Sail,Venture,Estilo,Classic,BR-V,Santro,Ecosport,Aria,TUV-300,Bolt,Accord,Xylo,Grande-Punto,S-Cross,Yaris,Tavera-Neo,Linea,Endeavour,Aveo,GO-Plus,Sail-Hatchback,Esteem,Fiesta-Classic,Triber,Fusion,Octavia,A4,XL6,Santa,Spark,Aspire,Punto,Optra,Mobilio,Qualis,BRV,X6,Cruze,GLA,6,NuvoSport,Scala,Jeep,Lodgy,Pulse,Supro,Ingenio,Sonata,Renault-Logan,Kicks,Jetta,M-Class,Teana,Yeti,Q3,Gurkha,Logan,A3,Freelander,Dzire,Ikon,Fluence,Corolla,Xenon,One,7-Series,S60,Lancer,X7,Premio,Fabia,Platinum,Captur,Gypsy,Estate,Koleos,CLASSIC,Harrier,Multivan,Avventura,Laura,Tavera,Leyland,MUX,Astra,Tucson,Winger,Grand,Spacio,Venue,CrossPolo,Marshal,Kodiaq,D-Max,X3,Land,X5,Range,309,Trailblazer,MU,GLC,XC60,S90,S-Presso
VDI,1.5 TDI Ambition,2017-2020 EXi,Sportz Diesel,VXI BSIII,1.2 VTVT E Plus,LXI DUO BSIII,DX BSII,VXD,Diesel Celebration Edition,110PS Diesel RxL,LX,mFALCON G80 K8 5str,SHVS VDI,LX,1.5 D4 BSIII,i-DTEC VX,ZDI,2017-2020 XZ,Delta 1.2,LXI,TCDi LTZ 7 Seater,E MPI STD BS IV,LDi Option,1.2 ELX,VXI Airbag,VTVT 1.6 SX Option,D,DICOR 2.2 LX 4x2,1.4 Limited Plus BSIV,4x4 MT,2.5 G (Diesel) 7 Seater BS IV,B180,S Diesel,Sport 4X4,Zeta,VX Diesel,2.8 ZX AT BSIV,2.0 TDI Technology,1.8 VL CVT,220 CDI AT,ELAN Quadrajet BS IV,Magna,1.5 TDI Highline 16 Alloy,DLS,Diesel Highline,1.5 TDCi Titanium Plus BSIV,sDrive20i xLine,ZXI MT BSIV,1.2 MPI Comfortline,LXI BSIII,7 Seater Standard BSIV,VLX AT AIRBAG BSIV,Titanium Petrol BSIV,1.8 TSI MT,Aura 1.2 Safire (ABS) BS IV,W11 Option AWD,CS LS (TDI) BS-III,XL 85 PS,1.6 CRDi SX,1.0,GLS,35TDI Premium Plus,300h,2.0 Diesel Portfolio,2016-2019 3.6 4X4,Sport TD4 SE,S 350 CDI,520d Sport Line,Sport X xDrive20d,LK 1.8 TSI AT,E250 Edition E,Sharp AT BSIV,D4 R-Design,35 TDI Quattro Premium,S,2016-2019 2.0L Diesel Prestige,1.2 Revotron XZ Plus Dual Tone,200 CGI Sport,V CVT,320d Luxury Line,2.5 Hybrid,T8 Excellence BSIV,1.2 Ti-VCT Trend,VDi,Magna,SD,Quadrajet 1.3 75PS XM,GLS,Sportz Plus BSIV,S MT,XE,XL,Active XV S,RX5,C8,GLE,1.3 Alpha,M6 8Str,1.05 Revotorq XZ,CRDe,Gold EX BSIII,DICOR 2.2 EX 4x2,SLE,220d 4MATIC Sport,LS,CJ 3B 4X4,Vxi,W8 Option BSIV,GD SP,STD,1.8 TSI,D3 R-Design,2.4L 4WD AT,Sportz,1.0 S,LT,Titanium 1.5 TDCi,HTE D,1.8 V AT,1.2 LS ABS,EX 7 Str Captain Seats,LXI,1.4 Duratorq CLXI,i-VTEC S MT,Sportz AMT BSIV,1.5 Ti VCT MT Titanium,Pride,T8,Revotron XE,V6 AT,E4 BS IV,Sport 90BHP,2017-2020 Zeta DDiS 200 SH,V CVT BSIV,3 LT 9 Seats BSIII,1.3 Active,Hurricane Limited Edition,U-VA 1.2 LS,D1,Petrol,Vxi - BSII,1.4 Duratorq CLXI,RXT BSIV,1.4 TDCi Diesel,Ambition 2.0 TDI MT,2.0 TDI,Alpha,Fe 4WD AT,1.0 LT,Titanium Diesel BSIV,1.3 Emotion,Magnum 2.0 LS,S i DTEC,Fleet A3,i-VTEC V CVT,xDrive30d,LTZ AT,Class 200 CDI SPORT,Series GT 630d Luxury Line,N8 AMT,Diesel RxZ,Classic,World Edition 110PS,RxZ,LX 8 Str,CRDe,CRDi M/T,1.4 GLX Petrol,XV BSIV,2.0L TDI Highline AT,ML 350 4Matic,XL,Ambition 4WD,2.0 TDI Quattro Premium Plus,Hard Top BS3 4WD,Diesel 1.5 DLE,35 TDI Premium Plus,2 TD4 HSE,VXI,1.3 CLXi,1.5,AE,XT EX 4X4,SX ABS 7 Seating,730Ld,D4 SUMMUM,2.0 L Diesel LX,xDrive 30d DPE,Base,1.2 TDI Ambition Plus,Etios 1.4 GXD,1.5 Diesel RXT,King Soft Top MPI BSIV,Std,2.0 Diesel,1500 DSL AC,XZ Dark Edition BSIV,TDI,Power Up 1.3 Active,Ambiente,B3 LT L1 10 Seats BSIII,Stile LE,2WD,1.6,2.0 e-VGT 2WD AT GLS,Deluxe - Flat Roof (Non-AC),1500 DSZ BSIII,Gold-10/6 Str BSII,SX Plus Turbo DCT BSIV,1.5 TDI,DI,2.0 TDI Style,V-Cross Z Prestige,xDrive20d,Cruiser Prado VX L,3.0d,Rover Evoque 2.2L Pure,GLD,LTZ 4X2 AT,7 AT Premium,220d 4MATIC,Inscription D5 BSIV,D4 Inscription BSIV,VXI AT
